Name,Description,Stars,URL,Comment,Star_Category,Project_Category,Recommendation
UniversalRenderingExamples,This project contains a collection of Custom Renderer examples. This will be updated as we refine the feature and add more options.,2070,https://github.com/Unity-Technologies/UniversalRenderingExamples,Very popular - Render or graphics package,Çok Popüler,Render/Grafik Paketi,AAA oyunlar için önerilir.
truss,Truss helps you build go-kit microservices without having to worry about writing or maintaining boilerplate code.,1,https://github.com/Unity-Technologies/truss,Low popularity - Artificial intelligence package,Düşük Popülerlik,Yapay Zeka Paketi,Gelişmiş oyun yapay zekası geliştirenler için önerilir.
ml-agents-dots,DOTS compatible version of ML-Agents,19,https://github.com/Unity-Technologies/ml-agents-dots,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
ml-agents-grpc,"The C based gRPC (C++, Python, Ruby, Objective-C, PHP, C#)",3,https://github.com/Unity-Technologies/ml-agents-grpc,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
qtbase,No description,5,https://github.com/Unity-Technologies/qtbase,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
t4,T4 text templating engine,5,https://github.com/Unity-Technologies/t4,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
list,The Public Suffix List,1,https://github.com/Unity-Technologies/list,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
SystemWrapper,.NET library for easier testing of system APIs.,2,https://github.com/Unity-Technologies/SystemWrapper,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
UnityTestRunnerResultsReporter,No description,37,https://github.com/Unity-Technologies/UnityTestRunnerResultsReporter,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
Benchmark,No description,21,https://github.com/Unity-Technologies/Benchmark,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
jpt-mobile-perf-runner,Repository for the scripts used in testing performance on Android and iOS,9,https://github.com/Unity-Technologies/jpt-mobile-perf-runner,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
PotatoBenchmark,No description,59,https://github.com/Unity-Technologies/PotatoBenchmark,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
xxHash,Extremely fast non-cryptographic hash algorithm,9,https://github.com/Unity-Technologies/xxHash,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
otto,Otto sample project for the AI Planner,122,https://github.com/Unity-Technologies/otto,Mid-level popularity - Artificial intelligence package,Orta Popüler,Yapay Zeka Paketi,Gelişmiş oyun yapay zekası geliştirenler için önerilir.
DOTS-StreamingSamples,DOTS - Streaming samples,120,https://github.com/Unity-Technologies/DOTS-StreamingSamples,Mid-level popularity - General Unity package,Orta Popüler,Genel Unity Paketi,Genel kullanıma uygun.
UnityRenderStreaming,Streaming server for Unity ,1323,https://github.com/Unity-Technologies/UnityRenderStreaming,Very popular - General Unity package,Çok Popüler,Genel Unity Paketi,AAA oyunlar için önerilir.
laptop,A shell script to set up a macOS laptop for web and mobile development.,15,https://github.com/Unity-Technologies/laptop,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
libpng,Fork of libpng - used by `External\libpng`,9,https://github.com/Unity-Technologies/libpng,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.testframework.graphics,No description,17,https://github.com/Unity-Technologies/com.unity.testframework.graphics,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
GenLockProofOfConcept,Proof of concept Unity project for more precise control of framerates and GenLock,71,https://github.com/Unity-Technologies/GenLockProofOfConcept,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
VisualScripting,No description,57,https://github.com/Unity-Technologies/VisualScripting,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
animation-rigging-crane-example,Animation Rigging - Crane - Example,56,https://github.com/Unity-Technologies/animation-rigging-crane-example,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
TimelineSignalsTutorial,Small game demo to showcase Timeline Signals,46,https://github.com/Unity-Technologies/TimelineSignalsTutorial,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
2d-renderer-samples,Samples for Unity's 2D Renderer,172,https://github.com/Unity-Technologies/2d-renderer-samples,Mid-level popularity - Render or graphics package,Orta Popüler,Render/Grafik Paketi,Genel kullanıma uygun.
googleads-mobile-android-mediation,Sample Android project showcasing how to build a mediation adapter or custom event for the Google Mobile Ads SDK.,1,https://github.com/Unity-Technologies/googleads-mobile-android-mediation,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
UnityAndroidNotchSupport,Support for Android Notch (Cutout) in Unity 2017.4 and earlier,13,https://github.com/Unity-Technologies/UnityAndroidNotchSupport,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
vault-developer,HashiCorp Vault Docker image for Development purposes,3,https://github.com/Unity-Technologies/vault-developer,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
ucs-diag-utils,Diagnostic utilities for the Unity Cache Server (V1),5,https://github.com/Unity-Technologies/ucs-diag-utils,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
mz-golang-backend-assignment,Take home test for backend developer candidates,11,https://github.com/Unity-Technologies/mz-golang-backend-assignment,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
DOTS-training-samples,Samples designed as exercises to be ported from Unity GameObjects/MonoBehaviours to Unity DOTS. ,1566,https://github.com/Unity-Technologies/DOTS-training-samples,Very popular - General Unity package,Çok Popüler,Genel Unity Paketi,AAA oyunlar için önerilir.
multiplayer-community-contributions,Community contributions to Unity Multiplayer Networking products and services.,453,https://github.com/Unity-Technologies/multiplayer-community-contributions,Mid-level popularity - General Unity package,Orta Popüler,Genel Unity Paketi,Genel kullanıma uygun.
il-repack,Open-source alternative to ILMerge,3,https://github.com/Unity-Technologies/il-repack,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
api-anaylzers,No description,4,https://github.com/Unity-Technologies/api-anaylzers,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.innovationgroup.filmlib,Innovation Group Film Library,12,https://github.com/Unity-Technologies/com.unity.innovationgroup.filmlib,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
xr.sdk.validation.input,This repository contains manual and automated tests for XR SDK Provider validation.  All tests are run through Unity Test Runner.  This project is mirrored from Unity internal github.,15,https://github.com/Unity-Technologies/xr.sdk.validation.input,Low popularity - Artificial intelligence package,Düşük Popülerlik,Yapay Zeka Paketi,Gelişmiş oyun yapay zekası geliştirenler için önerilir.
AddressableAssetsWebinar,No description,204,https://github.com/Unity-Technologies/AddressableAssetsWebinar,Mid-level popularity - General Unity package,Orta Popüler,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.mobile.logcat,No description,34,https://github.com/Unity-Technologies/com.unity.mobile.logcat,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
protobuf,Protocol Buffers - Google's data interchange format,27,https://github.com/Unity-Technologies/protobuf,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
TimelineMarkerCustomization,Examples to show how markers and notifications work.,80,https://github.com/Unity-Technologies/TimelineMarkerCustomization,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
physically-based-anim-tool,No description,35,https://github.com/Unity-Technologies/physically-based-anim-tool,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.mocks,No description,4,https://github.com/Unity-Technologies/com.unity.mocks,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
MeasuredMaterialLibraryURP,No description,382,https://github.com/Unity-Technologies/MeasuredMaterialLibraryURP,Mid-level popularity - General Unity package,Orta Popüler,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.selection-groups,No description,118,https://github.com/Unity-Technologies/com.unity.selection-groups,Mid-level popularity - General Unity package,Orta Popüler,Genel Unity Paketi,Genel kullanıma uygun.
JsonRpc.Standard,An asynchronous .NET Standard library for JSON RPC client & server implementation.,4,https://github.com/Unity-Technologies/JsonRpc.Standard,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
animation-rigging-workshop-siggraph2019,Repository for SIGGRAPH 2019 Animation Rigging workshop,173,https://github.com/Unity-Technologies/animation-rigging-workshop-siggraph2019,Mid-level popularity - General Unity package,Orta Popüler,Genel Unity Paketi,Genel kullanıma uygun.
pino,"🌲 super fast, all natural json logger 🌲",1,https://github.com/Unity-Technologies/pino,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
barracuda-release,No description,569,https://github.com/Unity-Technologies/barracuda-release,Popular - General Unity package,Popüler,Genel Unity Paketi,Genel kullanıma uygun.
barracuda-burst-release,No description,3,https://github.com/Unity-Technologies/barracuda-burst-release,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
SpaceshipDemo,Spaceship Demo - AAA Playable First person demo showcasing effects made with Visual Effect Graph and rendered with High Definition Render Pipeline,1093,https://github.com/Unity-Technologies/SpaceshipDemo,Very popular - Render or graphics package,Çok Popüler,Render/Grafik Paketi,AAA oyunlar için önerilir.
com.unity.immediate-window,"The Immediate Window provides a way to rapidly edit and debug code. It is not a full development environment, instead it is to be used for API discovery and rapid prototyping.",40,https://github.com/Unity-Technologies/com.unity.immediate-window,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
MeasuredMaterialLibraryHDRP,No description,360,https://github.com/Unity-Technologies/MeasuredMaterialLibraryHDRP,Mid-level popularity - General Unity package,Orta Popüler,Genel Unity Paketi,Genel kullanıma uygun.
ShaderGraph-Custom-Lighting,A sample project showcasing a simple method to calculate custom lighting inside of Shader Graph for the Lightweight Render Pipeline. Includes a sample toon shaded scene and example assets. Built for Unity 2019.2 .,276,https://github.com/Unity-Technologies/ShaderGraph-Custom-Lighting,Mid-level popularity - Render or graphics package,Orta Popüler,Render/Grafik Paketi,Genel kullanıma uygun.
FilmSampleProject,Sample Project for Animation / Film Projects,75,https://github.com/Unity-Technologies/FilmSampleProject,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.xr.certinputauto,No description,7,https://github.com/Unity-Technologies/com.unity.xr.certinputauto,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
obstacle-tower-source,Obstacle Tower Source Code,120,https://github.com/Unity-Technologies/obstacle-tower-source,Mid-level popularity - General Unity package,Orta Popüler,Genel Unity Paketi,Genel kullanıma uygun.
